COUNTY,MUNICIPALITY,CLASS
Adams,Abbottstown Borough,Borough
Adams,Arendtsville Borough,Borough
Adams,Bendersville Borough,Borough
Adams,Berwick Township,2nd Township
Adams,Biglerville Borough,Borough
Adams,Bonneauville Borough,Borough
Adams,Butler Township,2nd Township
Adams,Carroll Valley Borough,Borough
Adams,Conewago Township,2nd Township
Adams,Cumberland Township,2nd Township
Adams,East Berlin Borough,Borough
Adams,Fairfield Borough,Borough
Adams,Franklin Township,2nd Township
Adams,Freedom Township,2nd Township
Adams,Germany Township,2nd Township
Adams,Gettysburg Borough,Borough
Adams,Hamilton Township,2nd Township
Adams,Hamiltonban Township,2nd Township
Adams,Highland Township,2nd Township
Adams,Huntington Township,2nd Township
Adams,Latimore Township,2nd Township
Adams,Liberty Township,2nd Township
Adams,Littlestown Borough,Borough
Adams,Mcsherrystown Borough,Borough
Adams,Menallen Township,2nd Township
Adams,Mt Joy Township,2nd Township
Adams,Mt Pleasant Township,2nd Township
Adams,New Oxford Borough,Borough
Adams,Oxford Township,2nd Township
Adams,Reading Township,2nd Township
Adams,Straban Township,2nd Township
Adams,Tyrone Township,2nd Township
Adams,Union Township,2nd Township
Adams,York Springs Borough,Borough
Allegheny,Aleppo Township,1st Township
Allegheny,Aspinwall Borough,Borough
Allegheny,Avalon Borough,Borough
Allegheny,Baldwin Borough,Borough
Allegheny,Baldwin Township,1st Township
Allegheny,Bell Acres Borough,Borough
Allegheny,Bellevue Borough,Borough
Allegheny,Ben Avon Borough,Borough
Allegheny,Ben Avon Heights Borough,Borough
Allegheny,Bethel Park Borough,Borough
Allegheny,Blawnox Borough,Borough
Allegheny,Brackenridge Borough,Borough
Allegheny,Braddock Borough,Borough
Allegheny,Braddock Hills Borough,Borough
Allegheny,Bradford Woods Borough,Borough
Allegheny,Brentwood Borough,Borough
Allegheny,Bridgeville Borough,Borough
Allegheny,Carnegie Borough,Borough
Allegheny,Castle Shannon Borough,Borough
Allegheny,Chalfant Borough,Borough
Allegheny,Cheswick Borough,Borough
Allegheny,Churchill Borough,Borough
Allegheny,Clairton City,City
Allegheny,Collier Township,1st Township
Allegheny,Coraopolis Borough,Borough
Allegheny,Crafton Borough,Borough
Allegheny,Crescent Township,1st Township
Allegheny,Dormont Borough,Borough
Allegheny,Dravosburg Borough,Borough
Allegheny,Duquesne City,City
Allegheny,East Deer Township,1st Township
Allegheny,East Mckeesport Borough,Borough
Allegheny,East Pittsburgh Borough,Borough
Allegheny,Edgewood Borough,Borough
Allegheny,Edgeworth Borough,Borough
Allegheny,Elizabeth Borough,Borough
Allegheny,Elizabeth Township,1st Township
Allegheny,Emsworth Borough,Borough
Allegheny,Etna Borough,Borough
Allegheny,Fawn Township,2nd Township
Allegheny,Findlay Township,2nd Township
Allegheny,Forest Hills Borough,Borough
Allegheny,Forward Township,2nd Township
Allegheny,Fox Chapel Borough,Borough
Allegheny,Franklin Park Borough,Borough
Allegheny,Frazer Township,2nd Township
Allegheny,Glassport Borough,Borough
Allegheny,Glen Osborne Borough,Borough
Allegheny,Glenfield Borough,Borough
Allegheny,Green Tree Borough,Borough
Allegheny,Hampton Township,2nd Township
Allegheny,Harmar Township,2nd Township
Allegheny,Harrison Township,1st Township
Allegheny,Haysville Borough,Borough
Allegheny,Heidelberg Borough,Borough
Allegheny,Homestead Borough,Borough
Allegheny,Indiana Township,2nd Township
Allegheny,Ingram Borough,Borough
Allegheny,Jefferson Hills Borough,Borough
Allegheny,Kennedy Township,1st Township
Allegheny,Kilbuck Township,2nd Township
Allegheny,Leet Township,1st Township
Allegheny,Leetsdale Borough,Borough
Allegheny,Liberty Borough,Borough
Allegheny,Lincoln Borough,Borough
Allegheny,Marshall Township,2nd Township
Allegheny,Mccandless Township,1st Township
Allegheny,Mckees Rocks Borough,Borough
Allegheny,Mckeesport City,City
Allegheny,Millvale Borough,Borough
Allegheny,Monroeville Borough,Borough
Allegheny,Moon Township,2nd Township
Allegheny,Mount Oliver Borough,Borough
Allegheny,Mt Lebanon Township,1st Township
Allegheny,Munhall Borough,Borough
Allegheny,Neville Township,1st Township
Allegheny,North Braddock Borough,Borough
Allegheny,North Fayette Township,2nd Township
Allegheny,North Versailles Township,1st Township
Allegheny,Oakdale Borough,Borough
Allegheny,Oakmont Borough,Borough
Allegheny,Ohara Township,1st Township
Allegheny,Ohio Township,2nd Township
Allegheny,Penn Hills Township,1st Township
Allegheny,Pennsbury Village Borough,Borough
Allegheny,Pine Township,2nd Township
Allegheny,Pitcairn Borough,Borough
Allegheny,Pittsburgh City,City
Allegheny,Pleasant Hills Borough,Borough
Allegheny,Plum Borough,Borough
Allegheny,Port Vue Borough,Borough
Allegheny,Rankin Borough,Borough
Allegheny,Reserve Township,1st Township
Allegheny,Richland Township,2nd Township
Allegheny,Robinson Township,1st Township
Allegheny,Ross Township,1st Township
Allegheny,Rosslyn Farms Borough,Borough
Allegheny,Scott Township,1st Township
Allegheny,Sewickley Borough,Borough
Allegheny,Sewickley Heights Borough,Borough
Allegheny,Sewickley Hills Borough,Borough
Allegheny,Shaler Township,1st Township
Allegheny,Sharpsburg Borough,Borough
Allegheny,South Fayette Township,1st Township
Allegheny,South Park Township,2nd Township
Allegheny,South Versailles Township,1st Township
Allegheny,Springdale Borough,Borough
Allegheny,Springdale Township,1st Township
Allegheny,Stowe Township,1st Township
Allegheny,Swissvale Borough,Borough
Allegheny,Tarentum Borough,Borough
Allegheny,Thornburg Borough,Borough
Allegheny,Turtle Creek Borough,Borough
Allegheny,Upper St Clair Township,1st Township
Allegheny,Verona Borough,Borough
Allegheny,Versailles Borough,Borough
Allegheny,Wall Borough,Borough
Allegheny,West Deer Township,2nd Township
Allegheny,West Elizabeth Borough,Borough
Allegheny,West Homestead Borough,Borough
Allegheny,West Mifflin Borough,Borough
Allegheny,West View Borough,Borough
Allegheny,Whitaker Borough,Borough
Allegheny,White Oak Borough,Borough
Allegheny,Whitehall Borough,Borough
Allegheny,Wilkins Township,1st Township
Allegheny,Wilkinsburg Borough,Borough
Allegheny,Wilmerding Borough,Borough
Armstrong,Apollo Borough,Borough
Armstrong,Applewold Borough,Borough
Armstrong,Atwood Borough,Borough
Armstrong,Bethel Township,2nd Township
Armstrong,Boggs Township,2nd Township
Armstrong,Bradys Bend Township,2nd Township
Armstrong,Burrell Township,2nd Township
Armstrong,Cadogan Township,2nd Township
Armstrong,Cowanshannock Township,2nd Township
Armstrong,Dayton Borough,Borough
Armstrong,East Franklin Township,2nd Township
Armstrong,Elderton Borough,Borough
Armstrong,Ford City Borough,Borough
Armstrong,Ford Cliff Borough,Borough
Armstrong,Freeport Borough,Borough
Armstrong,Gilpin Township,2nd Township
Armstrong,Hovey Township,2nd Township
Armstrong,Kiskiminetas Township,2nd Township
Armstrong,Kittanning Borough,Borough
Armstrong,Kittanning Township,2nd Township
Armstrong,Leechburg Borough,Borough
Armstrong,Madison Township,2nd Township
Armstrong,Mahoning Township,2nd Township
Armstrong,Manor Township,2nd Township
Armstrong,Manorville Borough,Borough
Armstrong,North Apollo Borough,Borough
Armstrong,North Buffalo Township,2nd Township
Armstrong,Parker City,City
Armstrong,Parks Township,2nd Township
Armstrong,Perry Township,2nd Township
Armstrong,Pine Township,2nd Township
Armstrong,Plumcreek Township,2nd Township
Armstrong,Rayburn Township,2nd Township
Armstrong,Redbank Township,2nd Township
Armstrong,Rural Valley Borough,Borough
Armstrong,South Bend Township,2nd Township
Armstrong,South Bethlehem Borough,Borough
Armstrong,South Buffalo Township,2nd Township
Armstrong,Sugarcreek Township,2nd Township
Armstrong,Valley Township,2nd Township
Armstrong,Washington Township,2nd Township
Armstrong,Wayne Township,2nd Township
Armstrong,West Franklin Township,2nd Township
Armstrong,West Kittanning Borough,Borough
Armstrong,Worthington Borough,Borough
Beaver,Aliquippa City,City
Beaver,Ambridge Borough,Borough
Beaver,Baden Borough,Borough
Beaver,Beaver Borough,Borough
Beaver,Beaver Falls City,City
Beaver,Big Beaver Borough,Borough
Beaver,Bridgewater Borough,Borough
Beaver,Brighton Township,2nd Township
Beaver,Center Township,2nd Township
Beaver,Chippewa Township,2nd Township
Beaver,Conway Borough,Borough
Beaver,Darlington Borough,Borough
Beaver,Darlington Township,2nd Township
Beaver,Daugherty Township,2nd Township
Beaver,East Rochester Borough,Borough
Beaver,Eastvale Borough,Borough
Beaver,Economy Borough,Borough
Beaver,Fallston Borough,Borough
Beaver,Frankfort Springs Borough,Borough
Beaver,Franklin Township,2nd Township
Beaver,Freedom Borough,Borough
Beaver,Georgetown Borough,Borough
Beaver,Glasgow Borough,Borough
Beaver,Greene Township,2nd Township
Beaver,Hanover Township,2nd Township
Beaver,Harmony Township,1st Township
Beaver,Homewood Borough,Borough
Beaver,Hookstown Borough,Borough
Beaver,Hopewell Township,1st Township
Beaver,Independence Township,2nd Township
Beaver,Industry Borough,Borough
Beaver,Koppel Borough,Borough
Beaver,Marion Township,2nd Township
Beaver,Midland Borough,Borough
Beaver,Monaca Borough,Borough
Beaver,New Brighton Borough,Borough
Beaver,New Galilee Borough,Borough
Beaver,New Sewickley Township,2nd Township
Beaver,North Sewickley Township,2nd Township
Beaver,Ohioville Borough,Borough
Beaver,Patterson Heights Borough,Borough
Beaver,Patterson Township,1st Township
Beaver,Potter Township,2nd Township
Beaver,Pulaski Township,2nd Township
Beaver,Raccoon Township,2nd Township
Beaver,Rochester Borough,Borough
Beaver,Rochester Township,1st Township
Beaver,Shippingport Borough,Borough
Beaver,South Beaver Township,2nd Township
Beaver,South Heights Borough,Borough
Beaver,Vanport Township,1st Township
Beaver,West Mayfield Borough,Borough
Beaver,White Township,2nd Township
Bedford,Bedford Borough,Borough
Bedford,Bedford Township,2nd Township
Bedford,Bloomfield Township,2nd Township
Bedford,Broad Top Township,2nd Township
Bedford,Coaldale Borough,Borough
Bedford,Colerain Township,2nd Township
Bedford,Cumberland Valley Township,2nd Township
Bedford,East Providence Township,2nd Township
Bedford,East St Clair Township,2nd Township
Bedford,Everett Borough,Borough
Bedford,Harrison Township,2nd Township
Bedford,Hopewell Borough,Borough
Bedford,Hopewell Township,2nd Township
Bedford,Hyndman Borough,Borough
Bedford,Juniata Township,2nd Township
Bedford,Kimmel Township,2nd Township
Bedford,King Township,2nd Township
Bedford,Liberty Township,2nd Township
Bedford,Lincoln Township,2nd Township
Bedford,Londonderry Township,2nd Township
Bedford,Mann Township,2nd Township
Bedford,Manns Choice Borough,Borough
Bedford,Monroe Township,2nd Township
Bedford,Napier Township,2nd Township
Bedford,New Paris Borough,Borough
Bedford,Pavia Township,2nd Township
Bedford,Pleasantville Borough,Borough
Bedford,Rainsburg Borough,Borough
Bedford,Saxton Borough,Borough
Bedford,Schellsburg Borough,Borough
Bedford,Snake Spring Township,2nd Township
Bedford,South Woodbury Township,2nd Township
Bedford,Southampton Township,2nd Township
Bedford,St Clairsville Borough,Borough
Bedford,West Providence Township,2nd Township
Bedford,West St Clair Township,2nd Township
Bedford,Woodbury Borough,Borough
Bedford,Woodbury Township,2nd Township
Berks,Albany Township,2nd Township
Berks,Alsace Township,2nd Township
Berks,Amity Township,2nd Township
Berks,Bally Borough,Borough
Berks,Bechtelsville Borough,Borough
Berks,Bern Township,2nd Township
Berks,Bernville Borough,Borough
Berks,Bethel Township,2nd Township
Berks,Birdsboro Borough,Borough
Berks,Boyertown Borough,Borough
Berks,Brecknock Township,2nd Township
Berks,Caernarvon Township,2nd Township
Berks,Centerport Borough,Borough
Berks,Centre Township,2nd Township
Berks,Colebrookdale Township,1st Township
Berks,Cumru Township,1st Township
Berks,District Township,2nd Township
Berks,Douglass Township,2nd Township
Berks,Earl Township,2nd Township
Berks,Exeter Township,2nd Township
Berks,Fleetwood Borough,Borough
Berks,Greenwich Township,2nd Township
Berks,Hamburg Borough,Borough
Berks,Heidelberg Township,2nd Township
Berks,Hereford Township,2nd Township
Berks,Jefferson Township,2nd Township
Berks,Kenhorst Borough,Borough
Berks,Kutztown Borough,Borough
Berks,Laureldale Borough,Borough
Berks,Leesport Borough,Borough
Berks,Lenhartsville Borough,Borough
Berks,Longswamp Township,2nd Township
Berks,Lower Alsace Township,2nd Township
Berks,Lower Heidelberg Township,2nd Township
Berks,Lyons Borough,Borough
Berks,Maidencreek Township,2nd Township
Berks,Marion Township,2nd Township
Berks,Maxatawny Township,2nd Township
Berks,Mohnton Borough,Borough
Berks,Mt Penn Borough,Borough
Berks,Muhlenberg Township,1st Township
Berks,New Morgan Borough,Borough
Berks,North Heidelberg Township,2nd Township
Berks,Oley Township,2nd Township
Berks,Ontelaunee Township,2nd Township
Berks,Penn Township,2nd Township
Berks,Perry Township,2nd Township
Berks,Pike Township,2nd Township
Berks,Reading City,City
Berks,Richmond Township,2nd Township
Berks,Robeson Township,2nd Township
Berks,Robesonia Borough,Borough
Berks,Rockland Township,2nd Township
Berks,Ruscombmanor Township,2nd Township
Berks,Shillington Borough,Borough
Berks,Shoemakersville Borough,Borough
Berks,Sinking Spring Borough,Borough
Berks,South Heidelberg Township,2nd Township
Berks,Spring Township,2nd Township
Berks,St Lawrence Borough,Borough
Berks,Tilden Township,2nd Township
Berks,Topton Borough,Borough
Berks,Tulpehocken Township,2nd Township
Berks,Union Township,2nd Township
Berks,Upper Bern Township,2nd Township
Berks,Upper Tulpehocken Township,2nd Township
Berks,Washington Township,2nd Township
Berks,Wernersville Borough,Borough
Berks,West Reading Borough,Borough
Berks,Windsor Township,2nd Township
Berks,Womelsdorf Borough,Borough
Berks,Wyomissing Borough,Borough
Blair,Allegheny Township,2nd Township
Blair,Altoona City,City
Blair,Antis Township,2nd Township
Blair,Bellwood Borough,Borough
Blair,Blair Township,2nd Township
Blair,Catharine Township,2nd Township
Blair,Duncansville Borough,Borough
Blair,Frankstown Township,2nd Township
Blair,Freedom Township,2nd Township
Blair,Greenfield Township,2nd Township
Blair,Hollidaysburg Borough,Borough
Blair,Huston Township,2nd Township
Blair,Juniata Township,2nd Township
Blair,Logan Township,2nd Township
Blair,Martinsburg Borough,Borough
Blair,Newry Borough,Borough
Blair,North Woodbury Township,2nd Township
Blair,Roaring Spring Borough,Borough
Blair,Snyder Township,2nd Township
Blair,Taylor Township,2nd Township
Blair,Tyrone Borough,Borough
Blair,Tyrone Township,2nd Township
Blair,Williamsburg Borough,Borough
Blair,Woodbury Township,2nd Township
Bradford,Alba Borough,Borough
Bradford,Albany Township,2nd Township
Bradford,Armenia Township,2nd Township
Bradford,Asylum Township,2nd Township
Bradford,Athens Borough,Borough
Bradford,Athens Township,2nd Township
Bradford,Burlington Borough,Borough
Bradford,Burlington Township,2nd Township
Bradford,Canton Borough,Borough
Bradford,Canton Township,2nd Township
Bradford,Columbia Township,2nd Township
Bradford,Franklin Township,2nd Township
Bradford,Granville Township,2nd Township
Bradford,Herrick Township,2nd Township
Bradford,Leraysville Borough,Borough
Bradford,Leroy Township,2nd Township
Bradford,Litchfield Township,2nd Township
Bradford,Monroe Borough,Borough
Bradford,Monroe Township,2nd Township
Bradford,New Albany Borough,Borough
Bradford,North Towanda Township,2nd Township
Bradford,Orwell Township,2nd Township
Bradford,Overton Township,2nd Township
Bradford,Pike Township,2nd Township
Bradford,Ridgebury Township,2nd Township
Bradford,Rome Borough,Borough
Bradford,Rome Township,2nd Township
Bradford,Sayre Borough,Borough
Bradford,Sheshequin Township,2nd Township
Bradford,Smithfield Township,2nd Township
Bradford,South Creek Township,2nd Township
Bradford,South Waverly Borough,Borough
Bradford,Springfield Township,2nd Township
Bradford,Standing Stone Township,2nd Township
Bradford,Stevens Township,2nd Township
Bradford,Sylvania Borough,Borough
Bradford,Terry Township,2nd Township
Bradford,Towanda Borough,Borough
Bradford,Towanda Township,2nd Township
Bradford,Troy Borough,Borough
Bradford,Troy Township,2nd Township
Bradford,Tuscarora Township,2nd Township
Bradford,Ulster Township,2nd Township
Bradford,Warren Township,2nd Township
Bradford,Wells Township,2nd Township
Bradford,West Burlington Township,2nd Township
Bradford,Wilmot Township,2nd Township
Bradford,Windham Township,2nd Township
Bradford,Wyalusing Borough,Borough
Bradford,Wyalusing Township,2nd Township
Bradford,Wysox Township,2nd Township
Bucks,Bedminster Township,2nd Township
Bucks,Bensalem Township,2nd Township
Bucks,Bridgeton Township,2nd Township
Bucks,Bristol Borough,Borough
Bucks,Bristol Township,1st Township
Bucks,Buckingham Township,2nd Township
Bucks,Chalfont Borough,Borough
Bucks,Doylestown Borough,Borough
Bucks,Doylestown Township,2nd Township
Bucks,Dublin Borough,Borough
Bucks,Durham Township,2nd Township
Bucks,East Rockhill Township,2nd Township
Bucks,Falls Township,2nd Township
Bucks,Haycock Township,2nd Township
Bucks,Hilltown Township,2nd Township
Bucks,Hulmeville Borough,Borough
Bucks,Ivyland Borough,Borough
Bucks,Langhorne Borough,Borough
Bucks,Langhorne Manor Borough,Borough
Bucks,Lower Makefield Township,2nd Township
Bucks,Lower Southampton Township,2nd Township
Bucks,Middletown Township,2nd Township
Bucks,Milford Township,2nd Township
Bucks,Morrisville Borough,Borough
Bucks,New Britain Borough,Borough
Bucks,New Britain Township,2nd Township
Bucks,New Hope Borough,Borough
Bucks,Newtown Borough,Borough
Bucks,Newtown Township,2nd Township
Bucks,Nockamixon Township,2nd Township
Bucks,Northampton Township,2nd Township
Bucks,Penndel Borough,Borough
Bucks,Perkasie Borough,Borough
Bucks,Plumstead Township,2nd Township
Bucks,Quakertown Borough,Borough
Bucks,Richland Township,2nd Township
Bucks,Richlandtown Borough,Borough
Bucks,Riegelsville Borough,Borough
Bucks,Sellersville Borough,Borough
Bucks,Silverdale Borough,Borough
Bucks,Solebury Township,2nd Township
Bucks,Springfield Township,2nd Township
Bucks,Tinicum Township,2nd Township
Bucks,Trumbauersville Borough,Borough
Bucks,Tullytown Borough,Borough
Bucks,Upper Makefield Township,2nd Township
Bucks,Upper Southampton Township,2nd Township
Bucks,Warminster Township,2nd Township
Bucks,Warrington Township,2nd Township
Bucks,Warwick Township,2nd Township
Bucks,West Rockhill Township,2nd Township
Bucks,Wrightstown Township,2nd Township
Bucks,Yardley Borough,Borough
Butler,Adams Township,2nd Township
Butler,Allegheny Township,2nd Township
Butler,Brady Township,2nd Township
Butler,Bruin Borough,Borough
Butler,Buffalo Township,2nd Township
Butler,Butler City,City
Butler,Butler Township,1st Township
Butler,Callery Borough,Borough
Butler,Center Township,2nd Township
Butler,Cherry Township,2nd Township
Butler,Cherry Valley Borough,Borough
Butler,Chicora Borough,Borough
Butler,Clay Township,2nd Township
Butler,Clearfield Township,2nd Township
Butler,Clinton Township,2nd Township
Butler,Concord Township,2nd Township
Butler,Connoquenessing Borough,Borough
Butler,Connoquenessing Township,2nd Township
Butler,Cranberry Township,2nd Township
Butler,Donegal Township,2nd Township
Butler,East Butler Borough,Borough
Butler,Eau Claire Borough,Borough
Butler,Evans City Borough,Borough
Butler,Fairview Borough,Borough
Butler,Fairview Township,2nd Township
Butler,Forward Township,2nd Township
Butler,Franklin Township,2nd Township
Butler,Harmony Borough,Borough
Butler,Harrisville Borough,Borough
Butler,Jackson Township,2nd Township
Butler,Jefferson Township,2nd Township
Butler,Karns City Borough,Borough
Butler,Lancaster Township,2nd Township
Butler,Marion Township,2nd Township
Butler,Mars Borough,Borough
Butler,Mercer Township,2nd Township
Butler,Middlesex Township,2nd Township
Butler,Muddy Creek Township,2nd Township
Butler,Oakland Township,2nd Township
Butler,Parker Township,2nd Township
Butler,Penn Township,2nd Township
Butler,Petrolia Borough,Borough
Butler,Portersville Borough,Borough
Butler,Prospect Borough,Borough
Butler,Saxonburg Borough,Borough
Butler,Seven Fields Borough,Borough
Butler,Slippery Rock Borough,Borough
Butler,Slippery Rock Township,2nd Township
Butler,Summit Township,2nd Township
Butler,Valencia Borough,Borough
Butler,Venango Township,2nd Township
Butler,Washington Township,2nd Township
Butler,West Liberty Borough,Borough
Butler,West Sunbury Borough,Borough
Butler,Winfield Township,2nd Township
Butler,Worth Township,2nd Township
Butler,Zelienople Borough,Borough
Cambria,Adams Township,2nd Township
Cambria,Allegheny Township,2nd Township
Cambria,Ashville Borough,Borough
Cambria,Barr Township,2nd Township
Cambria,Blacklick Township,2nd Township
Cambria,Brownstown Borough,Borough
Cambria,Cambria Township,2nd Township
Cambria,Carrolltown Borough,Borough
Cambria,Cassandra Borough,Borough
Cambria,Chest Springs Borough,Borough
Cambria,Chest Township,2nd Township
Cambria,Clearfield Township,2nd Township
Cambria,Conemaugh Township,2nd Township
Cambria,Cresson Borough,Borough
Cambria,Cresson Township,2nd Township
Cambria,Croyle Township,2nd Township
Cambria,Daisytown Borough,Borough
Cambria,Dale Borough,Borough
Cambria,Dean Township,2nd Township
Cambria,East Carroll Township,2nd Township
Cambria,East Conemaugh Borough,Borough
Cambria,East Taylor Township,2nd Township
Cambria,Ebensburg Borough,Borough
Cambria,Ehrenfeld Borough,Borough
Cambria,Elder Township,2nd Township
Cambria,Ferndale Borough,Borough
Cambria,Franklin Borough,Borough
Cambria,Gallitzin Borough,Borough
Cambria,Gallitzin Township,2nd Township
Cambria,Geistown Borough,Borough
Cambria,Hastings Borough,Borough
Cambria,Jackson Township,2nd Township
Cambria,Johnstown City,City
Cambria,Lilly Borough,Borough
Cambria,Lorain Borough,Borough
Cambria,Loretto Borough,Borough
Cambria,Lower Yoder Township,2nd Township
Cambria,Middle Taylor Township,2nd Township
Cambria,Munster Township,2nd Township
Cambria,Nanty Glo Borough,Borough
Cambria,Northern Cambria Borough,Borough
Cambria,Patton Borough,Borough
Cambria,Portage Borough,Borough
Cambria,Portage Township,2nd Township
Cambria,Reade Township,2nd Township
Cambria,Richland Township,2nd Township
Cambria,Sankertown Borough,Borough
Cambria,Scalp Level Borough,Borough
Cambria,South Fork Borough,Borough
Cambria,Southmont Borough,Borough
Cambria,Stonycreek Township,1st Township
Cambria,Summerhill Borough,Borough
Cambria,Summerhill Township,2nd Township
Cambria,Susquehanna Township,2nd Township
Cambria,Tunnelhill Borough,Borough
Cambria,Upper Yoder Township,2nd Township
Cambria,Vintondale Borough,Borough
Cambria,Washington Township,2nd Township
Cambria,West Carroll Township,2nd Township
Cambria,West Taylor Township,2nd Township
Cambria,Westmont Borough,Borough
Cambria,White Township,2nd Township
Cambria,Wilmore Borough,Borough
Cameron,Driftwood Borough,Borough
Cameron,Emporium Borough,Borough
Cameron,Gibson Township,2nd Township
Cameron,Grove Township,2nd Township
Cameron,Lumber Township,2nd Township
Cameron,Portage Township,2nd Township
Cameron,Shippen Township,2nd Township
Carbon,Banks Township,2nd Township
Carbon,Beaver Meadows Borough,Borough
Carbon,Bowmanstown Borough,Borough
Carbon,East Penn Township,2nd Township
Carbon,East Side Borough,Borough
Carbon,Franklin Township,2nd Township
Carbon,Jim Thorpe Borough,Borough
Carbon,Kidder Township,2nd Township
Carbon,Lansford Borough,Borough
Carbon,Lausanne Township,2nd Township
Carbon,Lehigh Township,2nd Township
Carbon,Lehighton Borough,Borough
Carbon,Lower Towamensing Township,2nd Township
Carbon,Mahoning Township,2nd Township
Carbon,Nesquehoning Borough,Borough
Carbon,Packer Township,2nd Township
Carbon,Palmerton Borough,Borough
Carbon,Parryville Borough,Borough
Carbon,Penn Forest Township,2nd Township
Carbon,Summit Hill Borough,Borough
Carbon,Towamensing Township,2nd Township
Carbon,Weatherly Borough,Borough
Carbon,Weissport Borough,Borough
Centre,Bellefonte Borough,Borough
Centre,Benner Township,2nd Township
Centre,Boggs Township,2nd Township
Centre,Burnside Township,2nd Township
Centre,Centre Hall Borough,Borough
Centre,College Township,2nd Township
Centre,Curtin Township,2nd Township
Centre,Ferguson Township,2nd Township
Centre,Gregg Township,2nd Township
Centre,Haines Township,2nd Township
